col_1,col_2,col_3,col_4
10.334177248599573,11.829821087242632,10.095780809147902,49.678178921239386
12.117217206938179,8.825191679253445,8.251259525833035,51.0145503404819
6.846092169336792,10.91573010553945,10.745509127052632,47.90967608780749
9.564012906273536,7.7589864592466515,7.4835802357406145,46.85502169109659
8.962957387936546,14.464158798668162,10.897593810339355,52.935503038755485
6.7737935130922935,13.993908969573306,10.324097780969929,51.07512843234896
12.696610880972898,7.616768084461329,9.55500738864802,48.54208134777562
7.976470165622786,8.33609277519013,9.438575662353081,49.565569444658664
11.235203112817826,8.137411319961156,8.13817590614083,47.93818101780945
10.506346031958186,9.697472887699934,11.530637804865467,55.03818471076711
11.28686919844775,12.254409379050653,11.304388107822657,52.945760334806536
8.050945383945026,7.060588262982543,7.208517452862406,48.97323269109114
11.255689861586198,10.452789639250078,11.54505530460551,51.26434676484159
9.51498225267073,8.612855033309568,8.712077429675713,48.889558717847976
9.298869222113606,13.459097299071603,11.940331848694981,50.327198470995704
9.976297040369733,9.556536630828358,9.509645853455961,48.715982272992186
11.469852769288993,11.882622163357572,10.987616002533116,54.61935423103035
12.769128130062212,10.278533697037194,10.58281984792945,49.94065532715573
13.593794031119648,11.344123550901864,11.45748747263794,49.81385009581854
9.918031070083368,11.838907405012714,9.73450000476123,49.5807245153488
7.23973274894991,13.801653304191612,11.489808807047348,51.156883064452636
10.278492018053761,8.668071384622637,9.359484570693175,50.067231938801534
8.893387603412108,11.833645411727783,10.256515137123243,51.63342997904119
14.882141578786609,5.499285143703401,6.681946758368708,50.90232629824881
13.012565097794262,8.861961066500522,10.147126787869272,50.30935381591327
9.027017198493139,10.705678220064328,8.824111163678472,49.56039660123555
10.986177122421383,10.405791426078293,11.61788203651452,47.61171076280207
12.559916370851713,10.20564842889973,10.938976641913642,49.86465101502962
10.538324682716226,9.93445180333063,12.23823268020836,47.500605297107334
9.679676006280008,7.426230864468479,9.263977316137117,49.6221992059328
9.49329564589305,10.369383045458118,8.339937017034913,44.98180740944972
13.88743675512903,9.541789279386977,11.262305497578435,50.41510025084084
9.477778903365863,10.539510649721858,10.503392193868859,49.66152365643764
14.759967650533962,8.418758255422885,8.285360084389588,50.99339878534099
6.332510322593212,10.9845934844508,11.869640384404569,50.015496142147725
7.700542121704438,14.953891530828884,13.162729200593713,51.48820028882486
10.812945534724415,5.770727457477715,9.749082229123141,49.98914754973781
11.66702282689684,6.243010310601923,8.397743453399508,46.77648131404852
9.983585617232928,7.808797595389211,6.164139109739723,50.91503409236127
10.234429499193324,13.031744676931936,10.583415492305553,51.12352394612444
9.18412051633061,8.711959831388755,10.069851851190583,51.07198822428488
9.236215871183513,10.58574342086341,9.54383238539415,50.68254232856793
11.595369306106544,13.643758405448782,9.864512827962997,52.27449704498919
13.034854606408947,6.453266883383437,10.359458253022574,50.56940571059217
9.359466176282115,9.403181168469255,9.146550250380798,48.83297000386346
7.58693555086108,11.3537714415255,8.879415807160225,47.988368627914575
11.315453765273606,10.316869237018858,10.503606780673437,50.098592824006495
9.742824518582154,10.665354894038648,11.038831201112666,47.65569953111268
9.24320603594915,12.159116810247102,11.728569097730201,49.35634127717089
6.387105273479037,11.14083064769678,9.69785960484658,51.369672473155944
