col_1,col_2,col_3,col_4
8.219095398875924,13.797479318198281,12.176088835740817,51.02259735382273
8.371633697388203,9.244177801165593,11.097300338831639,48.37260858355966
10.888478362396732,6.842687005542486,7.455569570356452,50.064477125108915
9.22547666680658,12.734387964485407,11.633846622226823,51.33560590111798
10.075336160101616,8.113264576624948,8.567101589799796,49.89437488654253
9.933295368719929,12.485808588190602,10.201471150779563,49.02172318408258
10.789092690011492,8.669569587839849,8.097304272187694,47.255221442939494
9.319454599447791,9.454678864653097,11.500504004639376,51.21474050208339
10.54079478426659,8.676246356168832,8.813081279333684,54.03026111266797
10.145387636287966,14.70411352333642,13.658630592207889,49.93097516004321
9.532668993764215,11.120679040784664,12.618261713759663,49.96205786424133
6.3666234804138675,10.972235366483634,8.994521309899183,51.78017202984256
9.791132785860922,12.482418686790172,11.213601214988598,50.22636336983781
13.53791067521987,5.117020419485474,6.771411332733765,50.081344067092104
10.43287304590494,11.715772286913678,10.993496828557417,51.84083017991283
14.16633689741368,8.798610620001096,9.605298993661005,50.41334045241123
10.658383598831676,10.878261566341145,10.093113373112141,50.615516981869966
9.464533226402105,13.304978383421517,9.708654047244927,50.688014585106146
9.232234478540539,6.792008568810144,8.870559463339708,49.05991638134671
8.77420794915539,11.521565323697525,9.873952765184459,50.1854458487194
9.626126717159494,9.11624368941082,10.543816810220534,48.41921899210229
6.315482015761143,9.535109017769352,12.143062136781586,52.51830263201042
7.691472753241041,12.245192923413663,12.145897255101854,51.139871149210904
13.28428333510919,10.548185508552887,8.059517704185195,50.64223422919057
8.69252071332368,10.133749436175036,8.496298173380657,47.68549649889438
9.417617364761572,7.356789434183301,8.22704369422887,52.2679366726437
9.252511101929432,7.670286983666988,10.136748070601195,47.644290121496454
9.839385511957863,11.176795567257818,7.980800156571425,52.20081346471669
12.730275619500677,14.560186195019153,14.31937245947067,50.92689851590935
11.129308926570104,11.162278785624178,11.316378274702911,49.66731963824528
12.490224774539607,8.766111445442803,8.22049744066262,48.68848425786357
12.955027784320727,9.933109024207345,8.783377573855162,50.983312613557814
6.841150858738779,13.92516259009429,13.547048898848157,50.20481751111618
10.564561255327058,11.364182474521943,11.149090029466835,51.87737762795344
8.727606630720606,10.17730381910904,9.33877070503348,50.680117613151964
11.264663622517052,10.344293282685022,7.797355399196482,48.03991651373604
11.65766804682303,7.067750891684093,9.944283084052234,46.812229571937344
9.354565568714339,9.630795665735103,7.75148697335041,51.21875396944653
10.438463551711818,11.076819210861954,9.488055332110198,53.891085667931414
9.035482176296037,8.62588237281436,7.928299014624004,47.5979416052726
8.739259082832689,14.38233840451172,10.455961666704132,49.536085653504124
7.505387065381832,14.86379270073423,12.034180465874778,49.72631276306884
12.042728494208006,8.987737898478995,10.533882422918705,49.75555935923116
9.300300684828567,13.365464233024813,10.259645627282884,51.27954508900057
10.844209886567926,7.576663511662412,10.387263542327712,49.182699918143335
9.297530508495623,9.45994082276872,9.13195890060651,50.84473527698237
12.87791526598267,14.177234115297189,11.876902660267112,51.50985283729124
8.875667612623559,10.430809769096001,11.392948644813233,50.59922107779071
11.174233075722254,11.778388702669407,11.268701934468714,52.662694896776514
10.569172396865687,11.819524552718505,11.347340162479236,51.55911401317263
11.191607925399886,9.167291559482232,8.215919657472329,49.463026629765146
11.940071994325274,5.095214757869449,9.386309996167707,48.241757133536176
8.080270098015127,12.094220065002231,10.922659577954033,48.83328357888819
10.554621966633434,9.646179495010719,8.814485440297927,50.156612244575
11.275611536373955,8.457410500750848,8.537885681170927,51.2589474029092
9.516651365487938,9.134983931244498,8.573789898670654,49.97341635608567
10.610656651036368,9.515376471167242,9.422774922570058,53.10624863574442
5.068045724073939,9.152287636111094,7.031640347315199,50.678741473198976
6.359788064066611,14.831117440289365,11.535252102312734,48.60966730555133
12.887903586138993,13.071738642274,11.496170513265174,48.45619807780366
11.62640716529762,11.734878150925523,12.459085107535282,47.62863443861477
12.638284525604018,8.114980262203721,7.131650757061202,50.22420444398001
10.102507416886622,7.124164004492815,10.328263964008816,47.797780185339434
10.87912668789272,12.26208442286023,11.613190610182276,48.25710119371752
9.818238022068176,10.531002031420464,11.4397465911892,52.21658079095348
11.658565175422059,8.420232227659609,9.265120298220474,49.37052444898186
12.090772433913541,12.192901512780779,11.071725364546449,53.82124016274342
